Person,Work,Work (Drepung),No of folios,No of folios (Drepung),TibSchol Ref #,Drepung Cat #,BDRC #,Author,Author (Drepung),Scribe,Script (Drepung),Place,Topic,Topic (Drepung),Topic signature),Bundle (Drepung),Bundle signature,Folio size,Notes
Sangs rgyas dbon ston,Yar snon gyi bla ma sangs rgyas kyis mdzad paʼi lam rim ka pa,Yar snon gyi bla ma sangs rgyas kyis mdzad paʼi lam rim ka pa,183,183,4_098_02,19617,,Sangs rgyas dbon ston,no name given,,bru tsha,,Stages of the path,la,,549,,36 x 12,
Sangs rgyas dbon ston,,bka' gdams dge ba'i bshes gnyen sangs rgyas dpon ston gyis mdzad pa'i bla ma rin po che'I man ngag,,112,,nang208-1107 (pho brang gzim chung),,Sangs rgyas dbon ston,Sangs rgyas dbon ston,,dpe tshugs,,,nang,,208,,51 x 9,
Unknown,Byang chub sems sbyong zhes bya ba pha rol tu phyin paʼi lam rim,,201,,4_099_01,10293,,Anonymous,,,,,Stages of the path,ma,,,,,
Anonymous,Theg chen blo sbyong sgom pa,,21,,4_099_02,,,Anonymous,,,,,Mind training,,,,,,
Dar ma skyabs (?),Sa gcod lo rgyus. Incipit: thun mong ma yin pa'i gdam ngag rin chen dpungs pa,,11,,4_099_03,,,Dar ma skyabs (?),,,,,,,,,,,
Anonymous,Blo sbyong 'khrid kyi sa bcad,,5,,4_099_04,19196?,,Anonymous,,,,,Mind training,,,,,,
Ram ston rgyal mtshan,Byang chub lam gyi sgron maʼi ʼgrel pa lam mchog gsum byed.,,162,,4_100_01,,,Ram ston rgyal mtshan,,,,,Stages of the path,,,,,,
rdo rje tshul khrims,bKaʼ gdams gong maʼi lam rim,,60,,4_100_02,18930?,,rdo rje tshul khrims,,,,,Stages of the path,,,,,,
Unknown,bstan rim. Cover page: bstan rim,bka' gdams bstan rim,220,200,4_101_01,18662,,Anonymous,unknown,,dpe tshugs,,Stages of the path,la,,326,,24 x 8.4,
Unknown,bstan rim. Cover page: stan rim bzhugs+ho,bka' gdams bstan rim | po ta ba'I gsung sgros,59,59,4_101_02,18520,,Anonymous,unknown,,bru tsha,no place,Stages of the path,la,,243,,55 x 12,
Unknown,Byang chub lam gyi sgron maʼi rgya cher ʼgrel pa,,235,,4_102_01,,,Anonymous,,,,chos gra chen po dpal lan sa skya'i rin chen sgang gi shing khang bla brang gi gtsug lag,Stages of the path,,,,,,
dpal ldan ye shes,dPe chos rin chen spungs pa la nye ba mkho baʼi gtam rgyud rin chen phreng mdzes. Colophon: dpe chos rin chen dpungs pa la nye bar 'kho ba'i gtam rgyud,dpe chos rin chen dpungs pa la nye bar mkho ba'i gtam brgyud rin chen phreng mdzas,139,139,4_103_01,18726,,dpal ldan ye shes,dpal ldan ye shes,,dpe tshugs,no place,,la,,348,,44 x 7,
dpal ldan ye shes,bsTan pa la ʼjug paʼi rim pa dpe chos rin chen spungs paʼi gtam rgyud. Colophon: dpe chos rin chen dpungs l nyer mkho ba'i // gtam brgyud rin chen ,bsTan pa la ʼjug paʼi rim pa dpe chos rin chen spungs paʼi gtam rgyud,90,90,4_103_02,19006,,dpal ldan ye shes,sprang po dpal ldan ye shes,,dpe tshugs,no place,,la,,410,,43 x 8.8,
dkon mchog gsum gyis 'bangs = sems dpa' chen po gzhon nu rgyal mchog,rGyal sras bslab pa kun las btus paʼi legs par bshad pa,,51,,4_104_01,,,dkon mchog gsum gyis 'bangs = sems dpa' chen po gzhon nu rgyal mchog,,,,no place,Madhyamaka,,,,,,
dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,sNgon ʼgroʼi chos zab mo nyams su len tshul.,,21,,4_104_02,,,dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,,,,no place,Stages of the path,,,,,,
dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,sNgon ʼgroʼi chos dge baʼi bshes gnyen bsten tshul sogs,,57,,4_104_03,,,dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,,,,no place,Stages of the path,,,,,,
dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,Byang chub lam gyi sgron ma las sangs rgyas kyi bstan pa la ʼjug paʼi rim pa dal ʼbyor rnyed dkaʼ dang mi rtag paʼi chos bsam tshul zab mo,,44,,4_104_04,,,dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,,,,no place,Stages of the path,,,,,,
dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,dal ʼbyor rnyed dkaʼ ba bsam paʼi tshul zab mo,,24,,4_104_05,,,dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,,,,no place,Stages of the path,,,,,,
dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,Mi rtag pa sgom paʼi zur ʼdebs khyad par du ʼphags pa,,19,,4_104_06,,,dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,,,,no place,,,,,,,
dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,Las dang ʼbras bu sems paʼi tshul zab mo,,30,,4_104_07,,,dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,,,,dpal byams chen gyi gnas,,,,,,,
dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,Byang chub lam gyi sgron ma las dkon mchog gsum la skyabs su ʼgro baʼi sgo nas de yi bslab bya bslab tshul zab mo,,26,,4_105_01,,,dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,,,,dpal byams chen gyi gnas,Stages of the path,,,,,,
dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,dKon mchog gsum la skyabs su ʼgro baʼi sgo nas de yi bslab bya,,29,,4_105_02,,,dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,,,,dpal byams chen gyi gnas,Stages of the path,,,,,,
dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,Mi dge bcu spangs shing dge ba bcu sgrub paʼi sgo nas las dang ʼbras bu spyi dang khyad pa bsam tshul zab mo,,66,,4_105_03,,,dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,,,,,Stages of the path,,,,,,
dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,sKyes bu ʼbring gi chos bsam paʼi tshul,,44,,4_105_04,,,dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,,,,,Stages of the path,,,,,,
dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,bSam pa byang chub la slob paʼi tshul,,102,,4_105_05,,,dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,,,,,,,,,,,
dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,cover page:  blo sbyong legs bshad kun 'dus,,142,,4_106_01,,,dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,,,,dpal rtse sa thang gi chos gra chen po,Mind training,,,,,,
spyan snga ba blo gros rgyal mtshan,Byang chub lam gyi rim paʼi khrid yig gzhan phan snying poʼi zung ʼjug rin po che,,108,,4_106_02,,,spyan snga ba blo gros rgyal mtshan,,,,lha chen sha+m+bho'i gnas dang nye bar 'dug pa,Stages of the path,,,,,,
spyan snga ba blo gros rgyal mtshan,,Byang chub lam gyi rim paʼi khrid yig gzhan phan snying po zhes bya ba gru 'jug rin po che,,26,,nang 274-1601 (pho brang gzim chung),,spyan snga ba blo gros rgyal mtshan,spyan snga blo gros rgyal mtshan,,shing dpar,lha chen sha+m+bho'i gnas dang nye bar 'dug pa,,nang,,274,,64 x 11,
spyan snga ba blo gros rgyal mtshan,,Byang chub lam gyi rim paʼi khrid yig gzhan phan snying poʼi zhes bya ba zung ʼjug rin po che,,78,,nang 363-1936 (pho brang gzim chung),,spyan snga ba blo gros rgyal mtshan,spyan snga blo gros rgyal mtshan,,shing dpar,lha chen sha+m+bho'i gnas dang nye bar 'dug pa,,nang,,363,,61 x 10,
kun dga' rgyal mtshan,(Cover page: byang chub lam gyi sgron ma'i rnam par bshad pa phul byung dgongs pa'i rgyan),,204,,4_107_01,,,kun dga' rgyal mtshan,,,,,Stages of the path,,,,,,
kun dga' rgyal mtshan,(Cover page: byang chub lam gyi sgron ma'i bsdus don),,4,,4_107_02,,,kun dga' rgyal mtshan,,,,no place,Stages of the path,,,,,,
Unknown,bDe ba gshegs paʼi bkaʼ yi dgongs pa la nye ba mkho ba gces gces rnams phyogs gcig tu sdebs pa,,34,,4_108_01,,,Anonymous,,,,Nyi ma dpal gyi dge ldan,,,,,,,
Unknown,gZhi lam ʼbras gsum gyi don rgyas tshig ʼdus kyi rtsa ba,gZhi lam ʼbras gsum gyi don rgyas tshig ʼdus kyi rtsa ba,10,10,4_108_02,15483,,Anonymous,no name given,,bru tsha,,,tsa,tsa,45,45,63 x 10,
dpa' bo rdo rje,Srid zhi mnyam nyid kyi khrid thun bzhiʼi rnal ʼbyor nyams su len tshul,Srid zhi mnyam nyid kyi lta ba'i khrid thun bzhiʼi rnal ʼbyor nyams su len tshul,15,15,4_108_03,18599,,dpa' bo rdo rje,dpa' bo rdo rje,,bru tsha,,,la,,298,,48.5 x 8,
Unknown,Lung thor bu mang rab,Lung thor bu mang rab,14,14,4_108_04,18418,,Anonymous,unknown,,bru tsha,dpal ldan rnams rgyal gtsug lag khang,,la,,209,,66 x 11,
Unknown,sKyes paʼi rabs kyi rgyud chen po mchan bu,,99,,4_108_05,,,Anonymous,,,,,Birth life stories,,,,,,
bde chen btsun pa mnyam/mnyal nyid bzang po,sTon pa don thams cad grub paʼi rtogs pa brjod pa padma dkar poʼi phreng ba. Cover page and incipit: rgyal bu don thams cad grub pa'i rtogs pa brjod pa pad ma dkar po'i phreng ba,,60,,4_108_06,,,bde chen btsun pa mnyam/mnyal nyid bzang po,,,,,,,,,,,
Unknown,phags pa lang dkar bshegs pa'i mdo las sangs rgyas thams cad kyi gsung gi snying po zhes bya ba'i le'u rgya cher 'grel pa,,280,,4_109_01,,,Anonymous,,,,,,,,,,,
Unknown,Dul ba so thar gyi rnam bshad,Dul ba so thar gyi rnam bshad,73,73,4_110_01,16229,,Anonymous,no name given,,bru tsha,,Monastic rules,wa,wa,30,30,69 x 11.5,Drepung number could match 2_038_01 instead. Unclear
Atisha,Dul ba nas ʼphros paʼi jo bo a ti shas gsung sgros,,31,,4_110_02,,,Atisha,,,,mdzod ma  byung dpal gyi gling gong,Monastic rules,,,,,,
chos 'dzin,Dus tshigs kun mthun,,4,,4_110_03,,,chos 'dzin,,,,,,,,,,,
dri med chos rje rin chen,sDom pa nyi shu paʼi yig sna;  Colophon title: sdom pa nyi shu pa'i rnam par bshad pa,sDom pa nyi shu paʼi yig sna,12,12,4_110_04,18844,,dri med chos rje rin chen,dri med chos rje rin chen,dmar zhig,bru tsha,,Vows,la,,362,,32.5 x 7.5,
Anonymous,Theg bsdus rnam bshad de kho na nyid gsal ba,,82,,4_110_05,,,Anonymous,,,,no place,,,,,,,Same as 3_068_01 and 1_018_02
skal bzang chos kyi rgya mtsho bsod nams dbang po,Legs par bshad paʼi sgo dbye ba,Legs par bshad paʼi sgo dbye ba,42,42,4_110_06,18934,,skal bzang chos kyi rgya mtsho bsod nams dbang po,sna nam kyi btsun pa skal bzang chos kyi rgya mtsho,,dpe tshugs,dar lo,,la,la,290,362,46 x 8,
Bande dar snying,rGyud sde spyi bshad mdor bsdus,dar snying gi zhal gdams dam chos ngos 'dzin,3,3,4_111_01,18823,,bande dar snying,ban de dar snying,,dpe tshugs,dpal ldan snar thang,,la,,360,,61.1 x 8.6,
buddha sangha,rGyu ʼbras lo rgyus zhib rgyas dang las dge sdig gi zhun thar skyabs ʼgroʼi phan yon mdor bsdus,rGyu ʼbras lo rgyus zhib rgyas dang las dge sdig gi zhun thar skyabs ʼgroʼi phan yon mdor bsdus pa,26,26,4_111_02,18235,,buddha sangha,sangs rgyas dge 'dun,,dpe tshugs,no place,refuge + mind training ,la,,141,,33 x 7,
Anonymous,Lha chos nyams len gyi man ngag thig le chen poʼi dbyings su byang chub kyi sems spel ba,Lha chos nyams len gyi man ngag thig le chen poʼi dbyings su byang chub kyi sems spel ba,26,26,4_111_03,17311,,Anonymous,no name given,,dpe tshugs,no place,,ra,la,113,360,47 x 8,
mkhas pa chen po chos kyi brtson 'grus,phung po lngaʼi rab tu byed paʼi ʼgrel pa,,45,,4_111_04,15475?,,mkhas pa chen po chos kyi brtson 'grus,,,,dpal snar thang gi gtsug lag khag,Five aggregates,,,,,,
bTsun pa Lho pa kun mkhyen rin chen dpal,Byang chub sems paʼi spyod pa la ʼjug paʼi zin bris ʼjam dpal zhal lung,,119,,4_111_05,,,bTsun pa Lho pa kun mkhyen rin chen dpal,,,,no place,Madhyamaka,,,,,,
sNar thang shes rab seng ge,dbu ma 'jug pa'i grel pa,,44,,4_112_01,,,sNar thang shes rab seng ge,,,,,Madhyamaka,,,,,,
Unknown,rin chen phreng ba'i grub mtha' rnam pa dgu yi rim pa,,20,,4_112_02,,,Anonymous,,possible signature ,,no place,Doxography,,,,,,
bsod rdor pa,,,36,,4_112_03,,,bsod rdor pa,,,,dpal sa skya'i gtsug lag khang,Madhyamaka,,,,,,Same mss as 3_064_05
kun dga',Tshad ma rnam 'grel gsal bar byed pa'i zin bris legs par bshad pa'i rin po che'i snying po,,122,,4_112_04,,,kun dga',,,,dben gnas nam mkha' mdzod,Epistemology,,,,,,CPN 5853(5)
dpal gyi ming 'chang,theg pa chen po mdo sde rgyan gyi rnam bshad 'thad pa kun ldan,theg pa chen po mdo sde rgyan gyi rnam bshad 'thad pa kun ldan,62,62,4_113_01,15947,,dpal gyi ming 'chang,sh+'akya'i dge slong dpal gyi ming can,,dpe tshugs,sa skya,Perfection of wisdom,tsha,,102,,65 x 10,
dpal gyi ming 'chang,,dbus dang mtha' rnam par 'byed pa'i bstan bcos kyi rnam bshad 'thad pa kun ldan,,12,,15809,,,sh+'akya'i dge slong dpal gyi ming can,,dpe tshugs,sa skya,,tsha,,46,,62 x 9,
Gha rung ba lha'i rgyal mtshan,theg pa chen po rgyud bla ma'i TIkka de nyid snang ba. Incipit: dbu ma chen po rgyud bla ma'i rnam bshad de nyid snang ba,theg pa chen po rgyud bla ma'I Tik+ka de nyid snang ba,60,60,4_113_02,15994,,Gha rung ba lha'i rgyal mtshan,sh+'akya'i dge slong lha'i bstan pa rin chen rgyal mtshan,,dpe tshugs,,Buddha nature,tsha,,117,,64 x 9.5,
Unknown,theg pa chen po rgyud bla ma'i bka' gnad kyi mtha' dpyad mun sel ,theg pa chen po rgyud bla ma'i bka' gnad kyi mtha' dpyad mun sel ,26,24,4_113_03,15971,,Anonymous,no name given,,dpe tshugs,chos gra chen po dpal rtses thang,Buddha nature,tsha,,113,,63 x 8.5,
Unknown,Gog snyoms kyi mthaʼ dpyad snying po don gsal ba,gog snyoms kyi mthaʼ dpyod snying po don gsal ba la lags,6,6,4_113_04,18747,,Anonymous,unknown,,dpe tshugs,dpal 'jigs pa med pa seng ge'i gling (?),,la,,351,,64 x 9,
shar dags po lo tsa ba pra dznya mi tra,bstan bcos mngon par rtogs pa'i rgyan gyi 'grel pa'i bshad pa slob ma la phan pa,shes rab kyi pha rol tu phyin pa'i man ngag gi bstan bcos mngon par rtogs pa'i rgyan gyi 'grel pa'I bshadpa slob ma la phan pa,86,86,4_113_05,15762,,shar dags po lo tsa ba pra dznya mi tra,shar dwags po'i lo ts+'a sarba ba dz+ny+'a mi tra,,dpe tshugs,dge ldan sa bzangs,Perfection of wisdom,tsha,,34,,65 x 9,
dpang lo tsa ba blo gros brtan pa,Chos mngon pa kun las btus paʼi rgya cher ʼgrel pa shes bya gsal byed,,345,,4_114_01,,,dpang lo tsa ba blo gros brtan pa,,,,dpal saskya'i chos gra chen po,Abhidharma,,,,,,
Sa bzang ma ti paN chen Blo gros rgyal mtshan,theg pa chen po'i mdo sde'i rgyan gyi rnam par bshad pa theg chen rab gsal snang ba,theg pa chen po'i mdo sde'i rgyan gyi bshad pa theg chen rab gsal snang ba,249,249,4_115_01,15981,,Sa bzang ma ti paN chen Blo gros rgyal mtshan,bod kyi pan+Tita ma ti d+hwa dza shr+'I bha hras,,,dge ldan sa bzangs,Perfection of wisdom,,,,,,
Sa bzang ma ti paN chen Blo gros rgyal mtshan,theg pa chen po rgyud bla ma'i bstan bcos kyi rnam bshad nges don rab gsal snang ba,,286,,4_116_01,,,Sa bzang ma ti paN chen Blo gros rgyal mtshan,,,,no place,Buddha nature,,,,,,
Sa bzang ma ti paN chen Blo gros rgyal mtshan,Dam paʼi chos mngon pa kun las btus paʼi ʼgrel pa shes bya rab gsal snang ba,,412,,4_117_01,16048?,,Sa bzang ma ti paN chen Blo gros rgyal mtshan,,,,no place,Abhidharma,,,,,,
bSam gtan bzang po,Chos mngon paʼi mdzod kyi rnam par bshad pa gzhung don gsal baʼi man ngag,,318,,4_118_01,,,snar thang bsam gtan bzang po,,,,no place,Abhidharma,,,,,,
zha lu Rin chen bsod nams ‘phel (14th c.),Dam paʼi chos mdzod kyi dkaʼ baʼi zin bris mkhas paʼi yid ʼphrog,,111,,4_119_01,,,zha lu Rin chen bsod nams ‘phel (14th c.),,,,no place,Abhidharma,,,,,,
zha lu Rin chen bsod nams ‘phel (14th c.),Chos mngon paʼi mdzod kyi sbyor baʼi ṭi ka mkhas paʼi yid ʼphrog,,137,,4_119_02,,,zha lu Rin chen bsod nams ‘phel (14th c.),,,,,Abhidharma,,,,,,
zha lu Rin chen bsod nams ‘phel (14th c.),Chos mngon paʼi mdzod kyi sbyor baʼi ti ka mkhas paʼi yid ʼphrogs,,175,,4_120_01,16063?,,zha lu Rin chen bsod nams ‘phel (14th c.),,there may be a scribe name I nthe annotations but I can't read them well.,,,Abhidharma,,,,,,
Mi nyag blo gros grags pa,Chos mngon pa mdzod kyi rnam bshad slob ma la phan pa,,121,,4_120_02,,,Mi nyag blo gros grags pa,,bsti gnas dam pa ra ti dga' ldan gyi chos grags [grwa?] chen por nye bar sbyar ba,,,Abhidharma,,,,,,
gtsang nag pa?,brTsod pa de nyid,,3,,X_001,,,gtsang nag pa?,,,,,Epistemology,,,,,,
Jad pa gzhon nu byang chub (?),Tshad ma'i de kho na nyid bsdus pa,,364p.,,X_002,,,Jad pa gzhon nu byang chub (?),,,,,Epistemology,,,,,,
Dar ma dkon mchog,rTog ge rigs pa'i rgyan gyi snying po,,97,,X_003,,,Dar ma dkon mchog,,zhang gis gzabs nas bris,,,Epistemology,,,,,,CPN 4783(1)
Dar ma dkon mchog,Tshad ma rnam par nges pa'i ti ka rigs pa'i rgyan gyi snying po,,180,,X_004,,,Dar ma dkon mchog,,,,dpal ldan brag ram gyi gtsug lag khang chen po ,Epistemology,,zha,,17,,
bCom ldan rigs pa’i ral gri,Brel ba brtag pa rgyan gyi me tog,Grel pa rtag pa rgyan gyi me tog,4,4,X_005,19262,,bCom ldan rigs pa’i ral gri,Mang du thos pa'i dge slong bcom ldan ral gri,,dpe tshugs,,Epistemology,la,la,501,501,34 x 6.5,
Bo dong 'Jam pa'i dbyangs Sho re ba,Tshad ma rnam par nges pa'i 'grel bshad tshig don rnam par nges pa nyi ma'i snying po,,153,,X_006,,,Bo dong 'Jam pa'i dbyangs Sho re ba,,,,,Epistemology,,la,,501,,
snar thang bsam gtan bzang po,tshad ma rnam nges kyi ṭi kā,,,,X_007,,,snar thang bsam gtan bzang po,,,,,Epistemology,,,,,,
gtsang nag pa,colophon: chos 'byung kun dga snying po,,21,,X_008,,,gtsang nag pa,,,,,History,,,,,,
Phya pa chos kyi seng ge,dge tshul gyi tshig le'ur byas pa'i tshig don gsal bar byed pa; cover page: 'dul ba suM rgya pa'i Tik chen cha pa chos kyi seng_nges mdzad pa,,,,X_009,,,Phya pa chos kyi seng ge,,,,,Monastic rules,,,,,,from the Potala library
bCom ldan ral gri,tshad ma bsdus pa rigs pa'i mtshon cha ,,,,X_010,,,bCom ldan ral gri,,,,,Epistemology,,,,,,
rNgog Blo ldan shes rab ?,,jam dpal yon tan ye shes bzang po'i bstod bsgrub,,3,,6384,,,rNgog blo ldan shes rab,,bru tsha,,,ma,,44,,44 x 8,
rNgog Blo ldan shes rab ?,,byams chos kyi 'grel ba,,1,,18819,,,lo ts+'a ba dge slong blo ldan shes rab,,bris ma dbu can,,,la,,360,,65.3 x 10.1,
rNgog Blo ldan shes rab ?,,shes rab snying po'i rgya cher 'grel gyi bshad pa,,4,,19536,,,lo ts+'a ba slob dpon blo ldan shes rab,,dpe tshugs,,,la,,542,,60 x 10,
rgyal sras thogs med bzang po,-,blo sbyong don bdun ma'i snyan rgyun kyi tshig rnams nyung ngu'I sgo nas bkral ba,-,28,,18766,,,btsun pa thogs med,,dpe tshugs,,,la,,355,,32 x 7.5,
rgyal sras thogs med bzang po,-,rten 'brel snying po'i khrid,-,6,,18998,,,btsun pa thogs med,,dpe tshugs,,,la,,404,,33 x 8,Could be 3_064_09?
rgyal sras thogs med bzang po,-,rgyal sras rin po che'i bka' 'bum thor bu,-,238,,19160,,,chos smra ba'i btsun pa thogs med,,shing dpar,,,la,,464,,44 x 7.9,"Other versions in Drepung karchag = 18533, 18329, 18340 and 18107"
Grags pa gzhon nu dpal bzang,-,bde bar gshegs pa bdun gyi mchod pa'i cho ga,-,27,,11002,,,rigs pa 'dzin pa grags pa gzhon nu dpal bzang,,dpe tshugs,no place but lineages,,ma,,650,,34 x 7.5,
Blo gros dpal bzang,-,gags sel gyi rgyud ,-,3,,609,,,jo nang lo ts+'a ba blo gros dpal bzang po,,dpe tshugs,,,ka,tsa,149,69?,39 x 7,"A 3 folio text with the same name is found in a collection of works on Kalachakra (BDRC:WA0XL071E4A86B5B2) but no author given and scan of colophon not available. The bundle number is also different, 147 instead of 149."
Blo gros dpal bzang,-,gags sel gyi sa gcod,-,2,,610,,,jo nang lo tsa ba blo gros dpal,,dpe tshugs,,,ka,tsa,149,69?,39 x 7,"A 2 folio text with the same name is found in a collection of works on Kalachakra (BDRC:WA0XLD6EA01E89A65) but no author given and scan of colophon not available. The bundle number is also different, 147 instead of 149."
Blo gros dpal bzang,-,zab lam gyi sngon 'gro,-,14,,607,,,dge slong lo tsa ba blo gros dpal,,dpe tshugs,,,ka,tsa,149,69?,39 x 7,
Blo gros dpal bzang,-,zab mo lam gyi thog mar dge ba'i khrid,-,8,,608,,,jo nang lo tsa ba blo gros dpal,,dpe tshugs,,,ka,tsa,149,69?,39 x 7,"An 8 folio text 'zab lam gyi sngon 'gro thog mar dge ba'i khrid yig' is found in a collection of works on Kalachakra (BDRC:WA0XL9B758D769F93) but no author given and scan of colophon not available. The bundle number is also different, 237 instead of 149."
Blo gros dpal bzang,-,dus 'khor gyi thig rtsa dang zhi byed so so'i las brgyad zhi rgyas las thams cad pa la bzhir phye ste bcu gnyis kyi dbye ba'i thig rtsa,-,10,,710,,,jo nang lo ts+'a ba blo gros dpal bzang po,,dpe tshugs,,,ka,tsa,164,69?,57 x 10,Modern typeset version found in a collection of Blo gros dpal bzang's works (BDRC: WA8LS18997)
Blo gros dpal bzang,-,dus 'khor lhan skyes mngon rtogs,-,9,,801,,,jo nang lo ts+'a ba blo gros dpal bzang po,,bris ma dbu can,,,ka,tsa,185,69?,35 x 8,A 9 folio text with the same name is found in a collection of works on Kalachakra (BDRC:WA0XLF421B5F1D840) but no author given and scan of colophon not available. Bundle number matches that given in the Drepung catalogue
Blo gros dpal bzang,-,dpal dus kyi 'khor lo bdag 'jug snying po gsal ba,-,31,,876,,,lo ts+'a ba blo gros dpal,,dpe tshugs,,,ka,tsa,209,69?,40 x 9,"A 31 folio text with the same name is found in a collection of works on Kalachakra (BDRC:WA0XL1DA517467C1D) but no author given and scan of colophon not available. Bundle number is also different, 207 instead of 209."
Blo gros dpal bzang,-,ngo sprod gnas lugs gsal ba,-,45,,878,,,lo ts+'a ba blo gros dpal,,dpe tshugs,,,ka,tsa,209,69?,40 x 9,"A 45 folio text with the same name is found in a collection of works on Kalachakra (BDRC:WA0XLCFE02C04DE61) but no author given and scan of colophon not available. Bundle number is also different, 207 instead of 209.
Another version listed in Drepung catalogue (11581)"
Blo gros dpal bzang,-,ngo sprod gnas lugs gsal ba,-,49,,11581,,,jo nang lo ts+'a ba blo gros dpal,,dpe tshugs,,,ma,tsa,697,69?,34 x 8,Another version listed in Drepung catalogue (878)
Blo gros dpal bzang,-,dbang gong ma'i cho ga bdud rtsi'i 'bung gnas,-,10,,882,,,dge slong rdo rje 'dzin pa lo ts+'a ba blo gros dpal bzang,,dpe tshugs,,,ka,tsa,210,69?,45 x 6,"A 10 folio text with the same name is found in a collection of works on Kalachakra (BDRC:WA0XLBDA87FDC15A7) but no author given and scan of colophon not available. Bundle number matches that given in the Drepung catalogue.
Another copy of this manuscript is available on BDRC (WA27555), which matches the details given in the Drepung catalogue. BDRC also has another version of this manuscript, which is 15 folios instead of 10 (WA1CZ1297)."
